Positions
 Time	Position	Symbol	Type	Volume	Price	S / L	T / P	Time	Price	Commission	Swap	Profit	
 2026.04.01 09:09:00	152000032503	EURUSD	buy	0.01	 1.15248			2026.04.01 10:35:26	 1.15198	0.00	0.00	- 0.01	
 2026.04.01 11:07:00	152000032118	EURUSD	buy	0.01	 1.15629			2026.04.01 11:55:02	 1.15579	0.00	0.00	- 0.01	
 2026.04.01 16:49:00	152000032822	EURUSD	buy	0.01	 1.15860			2026.04.01 17:40:32	 1.15810	0.00	0.00	- 0.01	
 2026.04.01 17:36:00	152000033028	EURUSD	sell	0.01	 1.15948			2026.04.01 18:38:40	 1.15998	0.00	0.00	- 0.01	
 2026.04.02 10:42:00	152000033337	EURUSD	sell	0.01	 1.15157			2026.04.02 11:18:47	 1.15107	0.00	0.00	 0.01	
 2026.04.02 16:59:00	152000033674	EURUSD	sell	0.01	 1.15804			2026.04.02 18:14:23	 1.15754	0.00	0.00	 0.01	
 2026.04.02 20:18:00	152000033473	EURUSD	buy	0.01	 1.15860			2026.04.02 20:58:10	 1.15910	0.00	0.00	 0.01	
 2026.04.03 08:34:00	152000033804	EURUSD	buy	0.01	 1.15142			2026.04.03 09:04:25	 1.15192	0.00	0.00	 0.01	
 2026.04.03 09:50:00	152000033967	EURUSD	sell	0.01	 1.15289			2026.04.03 11:02:25	 1.15239	0.00	0.00	 0.01	
 2026.04.03 13:56:00	152000034818	EURUSD	buy	0.01	 1.15091			2026.04.03 14:38:33	 1.15041	0.00	0.00	- 0.01	
 2026.04.03 17:44:00	152000034373	EURUSD	sell	0.01	 1.15438			2026.04.03 18:23:03	 1.15488	0.00	0.00	- 0.01	
 2026.04.04 10:36:00	152000035060	EURUSD	buy	0.01	 1.15652			2026.04.04 11:48:56	 1.15702	0.00	0.00	 0.01	
 2026.04.04 19:40:00	152000035324	EURUSD	buy	0.01	 1.15408			2026.04.04 21:07:50	 1.15358	0.00	0.00	- 0.01	
 2026.04.05 09:21:00	152000035813	EURUSD	sell	0.01	 1.15400			2026.04.05 10:15:40	 1.15350	0.00	0.00	 0.01	
 2026.04.05 20:05:00	152000036176	EURUSD	sell	0.01	 1.15404			2026.04.05 20:47:37	 1.15454	0.00	0.00	- 0.01	
 2026.04.08 12:29:00	152000036596	EURUSD	buy	0.01	 1.15756			2026.04.08 13:02:07	 1.15806	0.00	0.00	 0.01	
 2026.04.08 13:13:00	152000036944	EURUSD	buy	0.01	 1.15881			2026.04.08 13:42:10	 1.15931	0.00	0.00	 0.01	
 2026.04.08 14:01:00	152000037326	EURUSD	buy	0.01	 1.15158			2026.04.08 15:03:37	 1.15108	0.00	0.00	- 0.01	
 2026.04.09 12:26:00	152000037486	EURUSD	sell	0.01	 1.15461			2026.04.09 13:55:27	 1.15411	0.00	0.00	 0.01	
 2026.04.09 20:59:00	152000037827	EURUSD	buy	0.01	 1.15835			2026.04.09 21:54:37	 1.15785	0.00	0.00	- 0.01	
 2026.04.10 11:35:00	152000037996	EURUSD	sell	0.01	 1.15746			2026.04.10 12:08:20	 1.15696	0.00	0.00	 0.01	
 2026.04.10 17:49:00	152000038097	EURUSD	sell	0.01	 1.15508			2026.04.10 18:38:02	 1.15558	0.00	0.00	- 0.01	
 2026.04.11 10:53:00	152000038472	EURUSD	buy	0.01	 1.15149			2026.04.11 12:22:55	 1.15199	0.00	0.00	 0.01	
 2026.04.11 11:22:00	152000038668	EURUSD	buy	0.01	 1.15933			2026.04.11 12:35:24	 1.15983	0.00	0.00	 0.01	
 2026.04.11 19:14:00	152000038963	EURUSD	buy	0.01	 1.15473			2026.04.11 20:02:45	 1.15423	0.00	0.00	- 0.01	
 2026.04.12 09:31:00	152000039114	EURUSD	sell	0.01	 1.15332			2026.04.12 09:59:50	 1.15382	0.00	0.00	- 0.01	
 2026.04.12 11:06:00	152000039549	EURUSD	sell	0.01	 1.15410			2026.04.12 11:57:59	 1.15360	0.00	0.00	 0.01	
 2026.04.12 14:30:00	152000039690	EURUSD	sell	0.01	 1.15397			2026.04.12 15:08:33	 1.15447	0.00	0.00	- 0.01	
 2026.04.15 08:39:00	152000040549	EURUSD	sell	0.01	 1.15997			2026.04.15 09:43:10	 1.15947	0.00	0.00	 0.01	
 2026.04.15 12:24:00	152000040067	EURUSD	sell	0.01	 1.15488			2026.04.15 13:27:52	 1.15538	0.00	0.00	- 0.01	
 2026.04.15 19:06:00	152000040802	EURUSD	buy	0.01	 1.15166			2026.04.15 20:15:16	 1.15116	0.00	0.00	- 0.01	
 2026.04.16 08:20:00	152000041173	EURUSD	buy	0.01	 1.15146			2026.04.16 09:00:32	 1.15096	0.00	0.00	- 0.01	
